"student_id","school_id","class_id","region","school_type","class_size","school_resources","class_climate_mean","age","grade","gender","ses","parent_edu","books_home","language_home","migration_background","special_education_support","gpa_t1","gpa_t2","gpa_t3","math_grade_t1","language_grade_t1","absences_t1","absences_t2","absences_t3","study_hours","screen_time","homework_completion","teacher_rating_effort","se1_t1","se2_t1","se3_t1","se4_t1","se5_t1","se1_t2","se2_t2","se3_t2","se4_t2","se5_t2","se1_t3","se2_t3","se3_t3","se4_t3","se5_t3","anx1_t1","anx2_t1","anx3_t1","anx4_t1","anx5_t1","anx6_t1","anx1_t2","anx2_t2","anx3_t2","anx4_t2","anx5_t2","anx6_t2","anx1_t3","anx2_t3","anx3_t3","anx4_t3","anx5_t3","anx6_t3","bel1_t1","bel2_t1","bel3_t1","bel4_t1","bel5_t1","bel1_t2","bel2_t2","bel3_t2","bel4_t2","bel5_t2","bel1_t3","bel2_t3","bel3_t3","bel4_t3","bel5_t3","mast1_t1","mast2_t1","mast3_t1","mast4_t1","mast5_t1","ts1_t1","ts2_t1","ts3_t1","ts4_t1","ts5_t1","abil1","abil2","abil3","abil4","abil5","abil6","abil7","abil8","abil9","abil10","abil11","abil12","att_acc","att_rt_inv","att_inhibit","att_switch","missing_any_t1","missing_any_t2","missing_any_t3","dropout_t2","dropout_t3","planned_missing_form"
253,"S04","C013","South","vocational",22,-1.497,-3.053,15.6,10,"another_or_no_answer",-1.422,1,2,"majority_language",0,0,4.8,5.2,5.3,5.6,6.2,4,10,11,2,7.7,4,35.8,2,2,4,4,4,3,3,2,,,3,3,2,3,3,3,1,,3,4,2,3,3,3,4,3,4,3,2,3,,,,1,1,1,2,2,2,2,2,,2,3,3,2,1,3,3,3,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.727,-1.474,42.3,32.6,1,1,1,0,0,"C"
254,"S04","C013","South","vocational",22,-1.497,-3.053,15.4,10,"girl",-1.942,,1,"other_language",0,0,5.9,,,4.6,7.6,10,,,5.2,5.4,1,40.4,2,3,4,2,4,,,,,,,,,,,3,3,5,,5,2,,,,,,,,,,,,,4,3,2,5,3,,,,,,,,,,,4,,3,3,4,2,3,,2,3,,1,0,1,1,0,1,0,0,0,0,0,,,,,1,1,1,1,1,"B"
255,"S04","C013","South","vocational",22,-1.497,-3.053,15.9,10,"girl",-1.58,1,,"majority_language",0,0,6,6.6,6.5,6.9,5.7,10,13,2,4.7,2.4,3,44.5,4,3,4,4,4,5,,2,4,5,5,,3,2,3,,2,3,4,4,4,2,2,,3,2,4,3,4,4,3,3,3,,1,2,4,2,1,3,2,1,2,2,1,1,1,1,4,3,4,,3,2,2,,2,1,1,1,0,1,1,,0,1,0,0,0,0,0.63,-0.721,47,43.7,1,1,1,0,0,"A"
256,"S04","C013","South","vocational",22,-1.497,-3.053,15.3,10,"girl",-0.254,2,,"majority_language",0,0,6.3,6.1,6.7,7.9,6.4,20,10,4,5.9,1.9,2,56.3,5,4,4,4,4,5,,,,,5,5,4,5,4,2,4,,2,3,2,4,3,5,3,2,4,,3,,,,,1,1,1,1,1,3,2,2,3,2,1,1,2,1,,4,2,2,2,3,2,2,3,,2,1,1,1,1,0,0,0,0,0,0,0,0,,,,,1,1,1,0,0,"C"
257,"S04","C013","South","vocational",22,-1.497,-3.053,15.7,10,"boy",-0.272,,2,"majority_language",0,0,5.6,,,5.3,6.3,6,,,6,2.5,3,46.6,2,1,2,2,3,,,,,,,,,,,3,2,3,2,4,3,,,,,,,,,,,,,1,3,3,3,2,,,,,,,,,,,4,4,5,5,3,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,,0.782,-0.293,55.7,48.3,1,1,1,1,1,"A"
258,"S04","C013","South","vocational",22,-1.497,-3.053,15.7,10,"boy",-1.072,1,5,"majority_language",0,0,4.8,,,6.3,5.4,26,,,3.6,3.2,1,36.2,2,1,1,2,,,,,,,,,,,,5,5,5,5,4,3,,,,,,,,,,,,,4,2,,2,4,,,,,,,,,,,2,2,2,3,3,1,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,1,"B"
259,"S04","C013","South","vocational",22,-1.497,-3.053,15.5,10,"girl",-0.892,1,2,"majority_language",0,0,6.1,,,7.2,6.9,5,,,1.7,2.4,2,40.7,2,4,2,2,,,,,,,,,,,,3,2,3,,3,4,,,,,,,,,,,,,1,1,2,2,3,,,,,,,,,,,4,4,2,3,4,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.652,0.702,55.8,58.2,1,1,1,1,1,"C"
260,"S04","C013","South","vocational",22,-1.497,-3.053,14.9,10,"girl",-1.311,3,1,"majority_language",0,0,5.4,5.7,5.5,6.1,6.6,6,1,5,2.7,4,5,41.1,3,2,,2,5,5,4,3,,,2,3,,2,3,4,2,3,5,4,3,3,3,3,,5,5,4,2,3,,,,1,2,2,5,2,1,2,1,3,2,1,1,1,,,3,2,2,2,3,2,3,1,2,1,0,1,0,0,1,1,0,0,0,0,1,0,,,,,1,1,1,0,0,"C"
261,"S04","C013","South","vocational",22,-1.497,-3.053,15.2,10,"boy",-0.499,2,2,"majority_language",0,0,6.4,7.1,6.5,6.7,7.1,9,1,5,10,6.1,5,49.3,5,5,5,4,4,5,5,5,,,5,5,5,4,5,1,2,1,3,2,3,2,1,3,2,1,1,1,1,1,,,,3,2,2,3,1,4,3,3,,4,2,2,3,4,3,5,5,5,4,5,3,4,4,3,3,0,1,1,1,1,0,0,1,0,0,0,0,0.765,0.219,47.4,42.2,0,1,1,0,0,"C"
262,"S04","C013","South","vocational",22,-1.497,-3.053,16,10,"girl",-1.108,1,1,"majority_language",0,0,6.7,,,7,6.3,15,,,3.5,7.4,3,43.6,,2,2,5,3,,,,,,,,,,,3,2,2,2,3,2,,,,,,,,,,,,,1,,1,2,2,,,,,,,,,,,3,,2,1,3,1,1,1,1,2,1,1,1,0,0,1,1,0,1,0,0,1,0.793,-0.863,37.6,64.3,1,1,1,1,1,"C"
263,"S04","C013","South","vocational",22,-1.497,-3.053,14.9,10,"boy",-0.602,2,2,"majority_language",0,0,6.2,6.4,,6.8,6.7,4,1,,3.3,3.2,3,40.7,4,3,2,4,5,4,2,3,4,3,,,,,,3,1,3,4,2,2,3,,1,1,4,3,,,,,,,3,2,1,4,2,2,4,3,3,1,,,,,,2,1,1,2,2,2,1,,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.523,-1.202,40.8,42.1,1,1,1,0,1,"A"
264,"S04","C013","South","vocational",22,-1.497,-3.053,15.8,10,"girl",-1.639,1,1,"majority_language",1,0,6.3,7,6.6,6.6,6.7,6,12,3,6.7,3.3,3,41.2,3,5,5,5,4,,5,3,3,5,2,4,2,2,4,,3,4,3,2,4,3,2,1,,,,4,4,3,3,2,2,4,2,3,2,3,3,2,,2,2,3,4,2,,,3,3,3,4,3,2,1,2,1,2,1,1,1,,1,0,0,1,0,1,0,0,0.783,-0.246,29.6,37.4,1,1,1,0,0,"B"
265,"S04","C013","South","vocational",22,-1.497,-3.053,15.6,10,"girl",0.763,4,5,"majority_language",0,0,6.3,,,6.2,7.1,6,,,9.9,2.5,1,36.3,2,2,1,2,1,,,,,,,,,,,,3,2,,4,2,,,,,,,,,,,,,2,1,1,2,1,,,,,,,,,,,3,4,4,5,4,1,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.756,-0.674,49.3,36.8,1,1,1,1,1,"C"
266,"S04","C013","South","vocational",22,-1.497,-3.053,15.3,10,"boy",0.649,3,3,"majority_language",0,0,6.4,8.1,7.2,6.1,6.7,11,2,6,5.5,1.7,2,39.1,3,3,2,3,,,4,4,4,2,4,3,4,4,1,1,2,1,2,2,1,2,3,1,,,,4,3,3,3,2,3,3,3,2,3,2,3,4,2,4,2,3,2,2,,,3,3,3,5,3,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.554,-1.276,33.8,41.8,1,1,1,0,0,"B"
267,"S04","C013","South","vocational",22,-1.497,-3.053,16.1,10,"girl",-0.301,1,1,"majority_language",0,0,6.3,5.5,5,7,5.8,7,5,5,3.3,2.4,1,41.1,3,2,2,1,2,1,,1,3,2,2,1,1,2,3,3,5,2,3,4,2,3,3,2,,,,2,2,4,3,1,2,1,1,2,3,1,1,1,3,1,3,2,1,2,,,1,4,2,4,3,1,2,2,2,,1,0,0,1,0,0,1,0,1,1,0,0,0.866,1.886,55,55.7,1,1,1,0,0,"B"
268,"S04","C013","South","vocational",22,-1.497,-3.053,15.5,10,"another_or_no_answer",-0.625,4,2,"majority_language",0,0,6.6,,,5.3,6.9,3,,,8.8,3.7,2,44.5,4,4,4,3,4,,,,,,,,,,,2,1,2,4,1,2,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,,,,2,3,4,4,5,1,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0.429,-0.017,29.7,45.1,0,1,1,1,1,"C"
269,"S04","C013","South","vocational",22,-1.497,-3.053,15.5,10,"boy",-1.429,1,2,"other_language",0,0,6.6,6.8,6.6,7,7.5,8,9,5,4,3.2,2,40.7,3,,3,4,3,2,1,3,3,2,4,4,4,5,4,2,4,2,1,3,3,3,2,3,,,,2,4,3,4,3,3,,1,3,3,4,2,2,3,5,3,4,4,5,,,2,,3,2,1,2,1,1,3,3,1,1,1,1,1,1,0,0,1,1,1,0,0.576,0.947,54.1,40.9,1,1,1,0,0,"B"
270,"S04","C013","South","vocational",22,-1.497,-3.053,15.8,10,"boy",0.233,4,4,"majority_language",0,0,6,6.4,5.6,6.4,6.3,12,3,1,2.4,1.7,3,42.4,2,2,3,4,1,2,2,1,,,1,3,2,3,2,4,,1,3,3,4,4,4,,3,4,,3,3,4,,,,3,1,3,3,4,1,1,1,1,1,1,1,2,2,1,3,3,2,2,3,2,4,3,2,4,1,1,0,1,1,1,0,0,0,1,0,0,0.498,-0.708,43.2,49.8,1,1,1,0,0,"C"
271,"S04","C013","South","vocational",22,-1.497,-3.053,15.7,10,"boy",-3.323,1,1,"majority_language",1,0,4.2,,,7.4,5.4,13,,,5.4,3.7,1,40.2,4,2,3,2,3,,,,,,,,,,,3,,2,4,,,,,,,,,,,,,,,3,3,1,3,2,,,,,,,,,,,2,4,2,2,,1,2,2,2,1,0,0,0,0,,0,0,0,0,0,0,0,0.598,-1.368,48.6,36.2,1,1,1,1,1,"A"
272,"S04","C013","South","vocational",22,-1.497,-3.053,15.6,10,"girl",-1.928,1,1,"majority_language",1,1,6,5.6,,5.8,6,19,5,,4.3,1.8,1,37.9,3,4,5,2,4,3,4,2,,3,,,,,,1,4,3,,4,5,,,2,,,,,,,,,,1,1,1,2,,,2,1,5,,,,,,,3,1,3,,1,1,1,1,1,1,0,0,,0,,0,,0,0,0,,1,,,,,1,1,1,0,1,"B"
273,"S04","C014","South","vocational",20,-1.497,-1.421,15.2,10,"boy",0.187,3,2,"majority_language",0,0,6.2,6.7,6.8,5.6,4.8,5,12,1,2.8,2.5,1,34.1,3,3,3,4,3,2,2,4,3,4,3,3,2,3,2,4,3,4,1,5,4,3,3,2,,,,1,1,2,1,3,3,5,3,2,2,3,1,2,2,,4,2,1,1,,,1,2,1,3,4,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.498,-0.49,37.7,50.9,0,1,1,0,0,"B"
274,"S04","C014","South","vocational",20,-1.497,-1.421,15.4,10,"girl",-0.357,1,1,"majority_language",0,0,6.1,6.5,6.9,6.8,6.8,4,5,3,4.2,10,2,39.6,3,3,3,4,4,3,4,5,2,3,3,5,5,5,,,1,1,2,4,2,2,2,3,,,,1,1,1,1,1,1,2,3,2,4,1,2,3,2,3,1,2,4,1,,,,,4,2,2,1,,2,3,1,1,1,1,1,0,,1,1,1,0,0,0,0.864,1.548,61.2,57.4,1,1,1,0,0,"B"
275,"S04","C014","South","vocational",20,-1.497,-1.421,15.6,10,"girl",-0.75,2,2,"majority_language",0,0,7,6.2,6,7.8,5.9,8,5,7,4.4,1.7,4,40,2,4,4,3,3,3,3,2,3,4,2,2,2,,3,3,1,1,,3,1,4,3,4,5,4,3,5,5,3,4,5,3,4,3,2,4,3,3,4,3,2,3,4,2,2,1,1,,5,2,,3,3,2,3,1,3,1,1,1,0,0,1,1,1,1,1,1,0,0.881,0.97,77.3,60.1,1,0,1,0,0,"A"
276,"S04","C014","South","vocational",20,-1.497,-1.421,16.4,10,"girl",0.325,3,,"majority_language",0,0,7.6,,,6.9,7,1,,,6.9,3.4,4,59.1,2,4,3,3,3,,,,,,,,,,,1,1,1,1,2,1,,,,,,,,,,,,,5,5,5,5,5,,,,,,,,,,,3,4,5,4,5,2,2,3,2,3,0,0,1,0,1,0,0,,0,1,0,0,0.734,-1.382,69.1,54.2,1,1,1,1,1,"A"
277,"S04","C014","South","vocational",20,-1.497,-1.421,15.8,10,"girl",-0.817,1,2,"majority_language",0,1,5.4,,,7.7,6.8,14,,,5,5,4,47.7,4,4,4,4,5,,,,,,,,,,,2,,2,3,2,3,,,,,,,,,,,,,2,2,,2,3,,,,,,,,,,,4,4,5,3,4,2,1,2,1,2,1,1,0,,1,0,1,1,0,1,0,0,,,,,1,1,1,1,1,"C"
278,"S04","C014","South","vocational",20,-1.497,-1.421,15.3,10,"girl",-1.267,1,1,"majority_language",0,0,6.5,,,6.6,5.5,15,,,3.2,3.1,4,45.1,2,2,4,,,,,,,,,,,,,,3,,5,,2,,,,,,,,,,,,,2,1,2,2,1,,,,,,,,,,,2,4,3,4,1,1,1,1,3,,1,1,1,0,,1,0,0,0,0,0,0,,,,,1,1,1,1,1,"C"
279,"S04","C014","South","vocational",20,-1.497,-1.421,15.3,10,"girl",0.576,3,4,"majority_language",0,0,6.5,6.5,6.4,5,7.4,4,7,4,0.8,1.6,3,43.1,2,5,2,5,5,3,4,3,2,3,3,3,,5,4,3,3,2,3,2,3,3,2,1,,,,2,1,1,1,1,2,3,3,3,3,3,3,3,2,1,4,2,,3,,,2,3,2,3,2,1,1,3,2,1,1,1,1,1,0,,0,0,1,0,0,0,0.973,0.525,64.1,57.1,1,1,1,0,0,"B"
280,"S04","C014","South","vocational",20,-1.497,-1.421,15.4,10,"boy",-0.039,5,2,"majority_language",0,0,6,6,5.3,5.7,7,9,3,3,5,3,3,35.4,4,2,3,1,,3,,3,1,4,3,2,4,5,3,3,2,3,,2,2,1,3,2,,,,3,3,4,2,,4,4,5,3,2,5,5,5,5,5,5,4,4,4,,,3,5,5,5,4,5,,4,5,4,1,0,0,0,1,0,0,0,1,0,,0,0.71,-0.553,42,50.8,1,1,1,0,0,"B"
281,"S04","C014","South","vocational",20,-1.497,-1.421,15.9,10,"boy",-0.638,2,3,"majority_language",0,0,5.8,6,6.3,6.8,6.3,7,2,5,2.8,3.5,3,42.7,3,,4,2,2,2,2,3,4,3,3,3,3,2,2,2,3,2,2,3,2,2,3,1,,,,3,5,2,2,4,4,4,2,1,2,2,2,1,2,2,1,2,3,2,,,3,4,4,4,3,1,4,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0.958,0.671,55.8,40.4,1,1,1,0,0,"B"
282,"S04","C014","South","vocational",20,-1.497,-1.421,15.4,10,"girl",-2.894,1,1,"majority_language",0,0,5.9,,,6.1,6.8,34,,,4.1,6,3,51.8,,3,3,2,,,,,,,,,,,,,4,2,2,2,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,4,,,4,4,5,5,5,,1,1,0,0,0,0,,0,0,0,0,0,,,,,1,1,1,1,1,"C"
283,"S04","C014","South","vocational",20,-1.497,-1.421,15.2,10,"boy",-0.88,3,2,"other_language",1,0,6.7,5.9,6,5.6,6.1,2,14,10,2.4,1.6,3,43.2,3,2,2,3,2,3,2,2,3,3,,2,,2,3,2,1,1,3,2,3,2,2,2,,,,3,3,2,3,3,2,,3,3,4,4,2,2,4,2,4,2,1,3,,,4,3,2,4,2,2,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0.482,-0.624,36.6,31.6,1,1,1,0,0,"B"
284,"S04","C014","South","vocational",20,-1.497,-1.421,15.2,10,"boy",-1.482,1,2,"majority_language",0,0,5.6,6.4,5.7,6.4,7.1,5,7,5,6.3,2,2,43.3,3,2,3,1,3,3,,3,,,3,1,2,5,3,3,3,2,2,4,3,3,3,1,,,4,3,3,2,,,,3,3,2,3,1,4,2,2,3,2,3,5,2,4,3,3,3,4,4,2,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.628,-0.006,43.5,49.1,0,1,1,0,0,"C"
285,"S04","C014","South","vocational",20,-1.497,-1.421,15.4,10,"girl",-1.439,1,1,"majority_language",1,0,5.9,5.3,5,5,6.9,5,15,2,1.3,5.3,1,37,1,,2,3,2,1,1,3,,,3,2,2,3,4,3,,4,1,3,4,4,4,,4,2,5,3,3,4,,,,2,2,2,3,2,3,2,2,2,,5,4,2,3,5,3,2,3,1,4,1,2,1,2,1,0,0,0,0,0,,0,1,1,0,0,0,0.441,-1.637,44,29.2,1,1,1,0,0,"C"
286,"S04","C014","South","vocational",20,-1.497,-1.421,16,10,"girl",-0.361,4,2,"majority_language",1,0,6.7,6.5,6.3,7.3,7.3,4,2,7,7.7,1.9,4,50.3,3,4,3,3,4,4,3,4,,,5,5,4,2,4,2,2,3,2,3,3,2,2,3,3,4,5,3,1,2,,,,3,1,1,4,1,2,3,,4,2,2,2,2,1,4,5,4,5,5,5,2,,,3,2,1,1,0,1,1,1,1,0,0,1,1,0,0.76,-0.845,44.4,50.1,1,1,1,0,0,"C"
287,"S04","C014","South","vocational",20,-1.497,-1.421,16.1,10,"girl",-1.302,3,,"majority_language",0,0,5.1,,,6.4,6.7,4,,,3.8,3.6,2,38.6,2,4,3,3,3,,,,,,,,,,,3,3,3,4,5,3,,,,,,,,,,,,,,2,,2,3,,,,,,,,,,,3,3,5,,2,1,2,1,2,1,0,1,0,,0,1,0,0,0,0,0,0,0.641,-1.835,25.5,33.5,1,1,1,1,1,"C"
288,"S04","C014","South","vocational",20,-1.497,-1.421,15.4,10,"girl",-1.104,1,3,"majority_language",0,0,7.3,6.6,6.9,5.7,6.3,8,4,7,5.7,2.4,2,57.5,4,3,3,4,4,5,3,4,4,5,5,5,5,5,3,3,2,1,1,2,1,2,1,2,,,,1,1,2,1,2,1,2,4,4,5,3,4,2,4,5,5,5,5,4,,,5,4,4,,5,3,2,2,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0.779,0.501,52.1,38.4,1,1,1,0,0,"B"
289,"S04","C014","South","vocational",20,-1.497,-1.421,15.7,10,"girl",-0.864,2,1,"majority_language",0,0,5.4,5.7,,5.5,5.4,2,6,,6.5,3.7,2,39.2,4,5,5,5,4,5,3,4,,,,,,,,3,4,5,5,5,2,4,3,4,4,3,1,,,,,,,2,1,3,2,2,2,2,2,3,5,,,,,,3,4,3,3,4,4,2,3,5,3,1,0,1,,0,,0,0,1,0,0,0,0.407,-1.476,20,35.2,1,1,1,0,1,"C"
290,"S04","C014","South","vocational",20,-1.497,-1.421,15.6,10,"girl",-1.416,1,1,"majority_language",0,0,4.1,4.1,,4,6,9,4,,4.9,10,1,41.2,4,3,4,3,3,1,2,1,1,1,,,,,,3,3,3,4,5,2,1,3,,3,,3,,,,,,,3,3,1,4,3,3,1,4,4,4,,,,,,3,,3,,3,2,4,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0.549,-1.619,25.8,21,1,1,1,0,1,"A"
291,"S04","C014","South","vocational",20,-1.497,-1.421,15.3,10,"boy",-0.378,4,2,"majority_language",0,0,6.3,5.3,5.6,6.2,6,3,11,0,1.3,2.4,2,34.3,1,,3,3,4,2,4,2,,3,2,2,2,4,3,3,5,4,3,4,2,4,3,3,,,,3,2,3,3,3,3,2,1,,2,5,4,3,3,3,2,1,1,2,,,4,2,4,4,3,4,5,2,3,4,0,1,1,0,0,0,1,0,0,0,0,0,0.735,-2.267,52.3,37.7,1,1,1,0,0,"B"
292,"S04","C014","South","vocational",20,-1.497,-1.421,15.5,10,"boy",0.316,4,2,"majority_language",0,0,6.9,,,7.1,7.8,14,,,5.5,1.4,3,43.9,3,4,3,,2,,,,,,,,,,,2,2,3,3,3,4,,,,,,,,,,,,,5,4,5,4,4,,,,,,,,,,,3,1,2,5,4,4,4,4,5,3,1,1,1,1,1,0,0,0,0,0,1,0,0.544,-1.629,40.8,43.5,1,1,1,1,1,"A"
293,"S04","C015","South","vocational",23,-1.497,-0.375,15.3,10,"boy",-0.65,4,1,"other_language",0,1,5.9,6.2,7.3,5.2,7.4,3,4,4,7.9,1.6,3,44.9,5,2,5,3,5,4,4,4,3,,4,4,3,4,4,1,1,2,2,1,1,1,2,2,,,,1,1,1,1,1,1,4,3,4,4,4,3,3,5,4,4,4,3,2,,,3,3,3,4,3,3,4,5,5,1,0,1,,0,0,0,0,0,1,0,0,0,,,,,1,1,1,0,0,"B"
294,"S04","C015","South","vocational",23,-1.497,-0.375,15.6,10,"girl",-0.132,2,1,"majority_language",1,0,6.8,,,7.6,7.9,13,,,0.1,2.9,3,47.2,3,3,,5,2,,,,,,,,,,,2,2,3,2,3,2,,,,,,,,,,,,,2,4,2,4,3,,,,,,,,,,,2,2,3,2,2,1,2,4,1,4,1,1,,1,1,0,1,0,1,0,0,0,0.821,-0.27,48.7,62.6,1,1,1,1,1,"A"
295,"S04","C015","South","vocational",23,-1.497,-0.375,15.5,10,"boy",-0.782,2,2,"other_language",0,0,5.4,5.5,,6.9,6.1,12,7,,3,2.4,1,38.6,1,3,2,4,3,1,2,2,,,,,,,,2,1,2,4,4,2,4,2,,2,4,5,,,,,,,3,4,2,3,2,3,3,2,5,1,,,,,,2,2,2,2,2,2,2,4,2,,,1,1,1,0,0,0,0,0,1,0,0,0.893,-0.487,51.5,45.8,1,1,1,0,1,"C"
296,"S04","C015","South","vocational",23,-1.497,-0.375,15,10,"boy",-0.784,1,1,"other_language",0,0,6.5,6.2,6.8,7.2,6.6,9,13,0,3.2,2.6,1,46.5,4,5,5,3,4,4,5,5,5,3,3,3,3,4,4,2,4,2,3,3,2,2,3,2,4,2,4,1,1,2,1,1,1,2,2,4,3,2,4,2,5,4,3,4,2,2,3,2,3,3,1,3,2,3,4,4,4,4,1,0,0,0,0,0,,0,0,0,0,0,0.751,0.393,61.6,37.8,1,0,0,0,0,"A"
297,"S04","C015","South","vocational",23,-1.497,-0.375,15.5,10,"girl",0.759,4,3,"majority_language",0,1,7.3,,,6.2,7.5,9,,,8.2,3.3,3,51.3,5,5,3,5,5,,,,,,,,,,,1,3,2,1,3,1,,,,,,,,,,,,,3,2,4,2,3,,,,,,,,,,,4,5,4,5,5,4,4,5,4,3,0,1,1,1,0,1,0,0,0,0,1,0,0.887,1.271,60.1,52,0,1,1,1,1,"A"
298,"S04","C015","South","vocational",23,-1.497,-0.375,15.4,10,"boy",0.688,5,4,"majority_language",0,0,7.3,7.8,7.4,6.5,7.8,2,1,3,8.6,3.4,4,48.5,4,3,3,4,3,3,2,1,3,3,5,3,4,3,4,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,3,2,,2,4,5,4,4,4,5,5,4,5,3,3,3,4,2,4,4,4,5,4,4,4,2,2,4,1,1,0,1,1,1,0,0,0,0,0,0,0.789,-0.686,54.4,42.9,0,0,1,0,0,"A"
299,"S04","C015","South","vocational",23,-1.497,-0.375,16.2,10,"boy",-0.579,2,2,"majority_language",0,0,5.4,5.5,5.8,5,6.7,5,0,1,0.4,4.1,1,43.6,4,2,2,3,2,3,5,4,,,5,4,3,5,4,2,2,2,2,3,3,2,3,1,2,3,3,2,3,1,,,,3,2,2,5,3,2,3,2,4,3,3,3,1,2,3,2,3,2,,3,2,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-2.308,20,22.3,1,1,1,0,0,"C"
300,"S04","C015","South","vocational",23,-1.497,-0.375,15.6,10,"boy",0.344,1,4,"majority_language",0,0,7.7,7.1,8.1,6.6,6.7,1,2,2,8.1,1.3,3,57.6,4,4,5,5,5,3,,5,,,2,5,4,5,4,2,1,2,1,1,2,1,2,2,1,1,2,2,3,1,,,,4,5,4,4,5,3,4,2,3,4,3,3,3,3,2,4,4,5,4,4,4,3,4,3,4,0,1,1,1,1,0,1,1,1,1,0,1,0.864,1.282,50,57.9,0,1,1,0,0,"C"
301,"S04","C015","South","vocational",23,-1.497,-0.375,15.2,10,"boy",0.453,2,3,"majority_language",0,0,6.2,6.8,6.4,6.9,7.1,5,6,1,4.6,3.3,3,56.4,3,4,3,3,4,5,4,4,,,3,4,3,4,4,2,4,1,2,,1,3,3,1,3,1,1,1,2,2,,,,3,3,4,4,5,2,3,4,4,1,3,5,3,4,4,4,4,5,4,5,2,3,3,1,5,1,0,1,1,,0,0,1,1,1,0,0,0.851,0.847,53.2,31.8,1,1,1,0,0,"C"
302,"S04","C015","South","vocational",23,-1.497,-0.375,15.9,10,"boy",-0.035,3,4,"majority_language",0,0,7.2,,,6,5.7,1,,,6.2,2,1,53.7,3,3,5,3,3,,,,,,,,,,,2,2,1,2,1,,,,,,,,,,,,,,3,1,2,3,4,,,,,,,,,,,4,4,5,5,4,4,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0.735,-1.22,44.8,47.8,1,1,1,1,1,"A"
303,"S04","C015","South","vocational",23,-1.497,-0.375,15.3,10,"boy",-0.697,4,3,"majority_language",0,0,6.3,6.6,6.6,7.1,6,3,5,8,0.5,1.5,3,52,3,2,4,4,4,4,3,3,4,2,4,2,,5,3,2,2,1,3,1,2,1,3,1,,,,2,1,1,1,1,2,3,4,5,4,4,5,5,5,4,5,5,5,4,,,3,4,5,3,4,4,3,3,3,4,1,0,1,0,1,1,0,1,0,0,0,0,0.777,0.086,56.2,56.8,0,1,1,0,0,"B"
304,"S04","C015","South","vocational",23,-1.497,-0.375,15.1,10,"boy",0.235,4,3,"majority_language",0,0,6.2,,,6.7,7,8,,,3.8,2.8,3,45,2,3,2,2,4,,,,,,,,,,,,3,5,2,2,2,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,,,3,2,4,3,4,2,3,2,1,3,1,0,1,0,0,0,0,0,0,0,,0,0.768,-0.894,43.8,42.2,1,1,1,1,1,"B"
305,"S04","C015","South","vocational",23,-1.497,-0.375,14.9,10,"boy",-1.653,1,2,"other_language",1,0,4.8,4.8,,4.7,5,6,4,,6.1,2.1,2,40.5,2,1,2,1,3,2,1,3,3,3,,,,,,2,1,1,4,3,4,2,,1,,,,,,,,,,5,3,5,5,3,4,4,5,5,,,,,,,4,,5,4,4,3,3,3,2,5,0,1,0,0,0,0,0,0,0,1,0,0,,,,,1,1,1,0,1,"B"
306,"S04","C015","South","vocational",23,-1.497,-0.375,15,10,"girl",-0.521,3,3,"majority_language",0,0,6.4,5.5,5.7,5.1,6.2,32,15,5,3.8,4.3,1,37.7,3,4,5,,3,4,5,,2,3,4,4,5,1,4,4,4,3,2,2,4,5,,4,,,,3,3,,3,2,2,3,,,,3,4,3,3,,4,4,5,,,,2,,5,,4,4,3,,4,3,0,0,0,1,0,0,0,0,,0,0,0,,,,,1,1,1,0,0,"B"
307,"S04","C015","South","vocational",23,-1.497,-0.375,15,10,"boy",1.036,2,5,"majority_language",0,0,7,7,6.3,7.3,7.9,2,2,0,7.6,1.5,4,57.4,5,4,3,4,5,,3,3,4,3,3,2,3,3,2,1,1,4,2,2,1,1,3,2,,,,2,3,2,2,1,1,3,3,2,1,4,4,4,3,2,4,3,4,2,,,4,4,4,5,4,3,2,2,4,3,1,1,1,1,1,1,0,0,0,0,0,0,0.918,0.854,71.6,60.6,0,1,1,0,0,"B"
